barcode,energy,sodium,sugars,fat,
0048121277079,1088,0.45,6,1,
0048154001023,628,0.035,14,9,
0048375014109,61,0,0,0,
0048500008386,711,0.03,37,0,
0048500020746,460,0,22,0,
0048500201039,502,0.055,26,0,
0048500305690,460,0.45,22,0,
0049000027624,0,0,0,0,
0049000050103,586,0.045,39,0,
0049000054552,418,0.045,27,0,
0049000065220,669,0.06,40,0,
0049022556096,544,0.3,24,2,
0049022565951,460,0.87,0,7,
0049022565975,293,0.9,0,2,
0049022744851,251,0,16,0,
0049283802185,0,0.01,0,0,
0049508003731,460,0.17,2,0.5,
0049508006947,418,0.33,2,0,
0049705043691,63,0.51,1,0,
0049746124120,0,0,0,0,
0050000032631,335,0.17,12,3,
0050000300624,42,0,0,0.5,
0050000622313,335,0.075,6,4.5,
0050000622641,544,0.1,10,6,
0050200019210,418,0.015,29,0,
0050428393550,118,0.009,20,0,
0050428476284,753,0,0,0,
0050700559124,209,0.01,4,0.5,
0050968330015,460,0.025,25,0,
0051000000118,377,0.48,12,0,
0051000012319,377,0.89,2,1,
0051000012517,251,0.89,3,2,
0051000012616,418,0.87,1,6,
0051000012913,669,0.87,4,3,
0051000012920,293,0.92,9,0,
0051000024312,42,0.86,1,0.5,
0051000055002,502,0.87,1,8,
0051000069924,50,0.65,7,0,
0051000115515,251,0.75,0,2.5,
0051000115539,293,0.75,1,2.5,
0051000153159,293,0.92,9,0,
0051000161505,293,0.48,1,2,
0051000177230,209,0.115,10,0,
0051000197597,335,0.39,1,7,
0051000204721,209,0.58,3,2.5,
0051000212191,293,0.37,1,6,
0051179113169,619,0.322,2.9,6,
0051299160661,384,0.003937008,17,0,
0051500000250,460,0,20,0,
0051500001639,209,0,12,0,
0051500006863,209,0,12,0,
0051500017043,879,0,1,16,
0051500062005,837,0.09,1,16,
0051500239131,460,0,0,12,
0051500240908,795,0.135,3,16,
0051500240946,795,0.135,3,16,
0051500241776,190,0,0,0,
0051500243213,795,0.08,3,16,
0051500255162,795,0.135,3,16,
0051500255483,502,0,0,14,
0051500255650,795,0.08,3,16,
0051500410431,1674,0,0,0,
0051500700167,837,0.105,1,16,
0051500760802,586,0.065,20,5,
0051651092357,753,0.065,3,16,
0051651092869,418,0,1,8,
0051651293716,418,0.015,4,7,
0052029000172,1498,0.255905512,4.4,2,
0052066004010,1213,1.53,2,11,
0052159000073,711,0.14,33,0,
0052159000417,502,0.14,22,0,
0052203461386,251,0,12,0,
0052302222222,962,0.03,17,16,
0052500050054,418,0.075,0,12,
0052500050559,209,0.11,0,5,
0052500066628,418,0.075,0,11,
0052500067151,209,0.105,0,5,
0052600112751,1382,0,49,0,
0052600312755,1382,0,49,0,
0052603041843,460,0.72,12,2,
0052603065061,418,0.15,17,3,
0053181010344,8,0,0,0,
0053859201050,795,0.02,45,0,
0053859201111,711,0.015,41,0,
0053859661076,669,0.01,41,0,
0054152201136,67,0.231,0,0,
0054300090018,1377,0,65,0,
0054300091572,1351,0.039370079,65,0,
0054400000030,63,0.28,2,0,
0054467050214,335,0,12,1.5,
0054500101149,335,0.41,0,5,
0054500101743,628,0.49,0,13,
0054800010080,711,0,0,0,
0055000403146,167,0.03,2,1,
0055526990014,1088,0.003937008,65,0,
0055652006535,293,0.24,0,5,
0055742357653,418,0.31,5,2,
0055742358902,84,0,0,1,
0055742370348,544,0,26,0.5,
0055742540284,586,1.771653543,13,0,
0055742586398,502,0.22,0,9,
0055828051505,251,0,16,0,
0056210261069,502,0.21,0,7,
0056800528015,377,0.045,13,1.5,
0056800528022,377,0.055,12,1.5,
0056800868098,406,0.0571,12.6,3.4,
0056920023025,209,0.035,7,1.5,
0056920052421,359,0.0485,14.2,1.42,
0056920060662,146,0.05,4,0,
0058200005806,293,0.07,0,5,
0058449410096,879,0.15,18,4.5,
0058449410140,879,0.13,18,5,
0058449430223,502,0.05,6,4.5,
0058449450795,1778,0,0,6.3,
0058449870241,460,0.09,9,1,
0058449890089,1088,0,0,0,
0058449890324,1130,0,9,11,
0058569161212,1255,0.08,26,16,
0058814030058,795,0.47,14,3.5,
0058854500306,544,0.05,25,0,
0059284123462,251,0.24,14,0,
0059290500677,586,0.1,8,6,
0059290573220,251,0.08,0,1,
0059290573497,335,0.105,3,3.5,
0059290575927,251,0.08,0,1,
0059290576214,1750,0.587,1.6,7.6,
0059491000303,795,0.85,2,7,
0059527171458,1990,0.011811024,26,26,
0059527305983,669,0.025,0,8,
0059527551564,1778,0.015748031,31,21,
0059527551571,2055,0,28,27,
0059531000607,201,0.018,12.8,0,
0059600048134,502,0.015,25,0,
0059608001001,586,0.13,2,1,
0059749875936,84,0.02,3,0,
59749880572,586,0.14,6,4.5,
0059749883061,711,0.125,10,7,
0059749884853,251,0.2,0,2.5,
0059749894456,377,0.055,1,8,
0059749895071,1757,0.531496063,45,0,
0059749918022,251,0.68,1,0.5,
0059749918558,837,0,1,1,
0059749919241,45,0,0,0,
0059749938051,335,0.11,9,0,
0059764031645,293,0.06,0,8,
0059800491075,669,0.025,14,9,
0060340240719,908,0.84,3.3,17,
0060383042400,879,0,23,10,
0060383058968,377,0,0,10,
0060383682033,837,0.2,9,1,
0060383797980,711,0.46,0,6,
0060383860486,418,0,1,8,
0060383998622,920,0.03,29,14,
0060410010914,1130,0.45,1,17,
0060410030332,1172,0.33,0,18,
0060465005828,544,0.03,10,5,
0060629030130,586,0.6,3,9,
0060822001166,188,0.26,1,0.5,
0061232200545,1993,0.657480315,0.9,19.9,
0061232203072,1803,0.602362205,1.3,0,
0061308500906,837,0.78,2,12,
0061362460024,837,0,0,13,
0061659000643,502,0,0,0,
0061719011961,293,0.065,0,5,
0061954000539,502,0.06,13,4.5,
0061954004452,586,0.095,19,4,
0062020000842,2273,0,0,31.6,
0062036007453,460,0.21,0,8,
0062356500061,920,0.23,1,4,
0062356540616,510,0.007,26,0,
62639425710,711,0,2,13,
0063054170204,586,0.025,8,6,
0063209093396,628,0.15,0,0,
0063667090067,146,0.105,0,3,
0063667125080,669,0.14,19,6,
0063667301859,669,0.14,19,6,
0064042001005,586,0.07,12,5,
64042003948,502,0.07,8,5,
0064042003986,2021,0.125984252,27.5,0,
0064042006390,753,0.05,11,10,
0064042006420,2230,0.085433071,37,0,
0064042375137,544,0.09,9,7,
0064100108219,418,0.13,10,0,
0064100590182,460,0.19,3,0,
0064144033164,0,0,0,0,
0064144043064,920,0.75,6,7,
0064144043224,1088,0.75,8,11,
0064144150502,586,0.22,0,7,
0064144321605,21,0.05,0,0,
0064200200028,335,0.57,6,3.5,
0064210042724,1423,0.11,1,29,
0064420001870,418,0.19,10,2.5,
0064420006271,0,0.02,1,4.5,
0065137539380,502,0.31496063,0.5,0,
65265500031,1854,0.393700787,24.7,21,
0065281111104,544,0.035,0,8,
0065633128507,586,0.065,7,4,
0065633279315,544,0.22,10,3,
0065633279346,460,0.17,9,1.5,
0065633279667,460,0.16,6,1.5,
0065633440685,460,0.18,9,1.5,
0065633440845,377,0.075,6,4,
0065684000227,1004,0.115,23,14,
0065684005307,418,0.07,5,0,
0065684116133,251,0.005,0,6,
0065684388318,502,0.08,21,0.2,
65848000124,302,0.085,0,1,
0065928037538,920,0.01,48,0,
0065928546252,920,0.01,48,0,
0065987000184,544,0.085,7,5,
0066123334101,1381,0.73,5,17,
0066188101700,711,0.22,19,5,
0066701001029,84,0.42,0,1,
0066721000880,795,0.17,10,6,
0066721000972,460,0.075,9,5,
0066721002228,418,0.18,0,4,
0066721010827,335,0.115,4,2,
0067275001088,126,5,8,0,
0067300860758,879,0.03,24,11,
0067300862882,879,0.035,23,12,
0067311010333,460,0.015,24,0,
0067311020110,544,0.025,30,0,
0067312005529,377,0.05,0,4,
0067486011852,586,0.13,8,1,
0067600901847,335,0.52,0,5,
0068065360262,1339,0.17,11,20,
0068100047530,418,0.027559055,0,0,
0068100058611,879,0.33,7,2,
0068100059496,1756,0,0,0,
0068100084245,377,0.236220472,1,0,
068111452238,1452,0.007874016,2.1,1.6,
0068200010120,544,0,12,0,
0068400000204,293,0.78,1,1,
0068400662808,418,0.09,0,11,
0068437911320,795,0.075,21,10,
0068437912662,920,0.04,22,14,
0068437912679,920,0.04,23,14,
0068437912686,879,0.055,23,12,
0068437912693,920,0.055,23,14,
0068505100885,628,0.26,2,4.5,
0068505100908,795,0.24,0,3,
0068505300308,753,0.26,1,4,
0068820104001,1046,0.25,1,6,
0069112232426,753,0.06,0,3,
0069276981017,1352,1.811023622,3.4,1.5,
0069391000495,146,0.6,2,0.1,
0069636005001,63,0.73,1,0,
0069636005025,42,0.94,1,0,
0069848063615,84,0.000393701,5,0,
0070085060107,837,0.35,3,5,
0070177067731,10,0,0,0,
0070177075095,10,0,0,0,
0070177075101,10,0,0,0,
0070177098940,10,0,0,0,
0070177115227,10,0,0,0,
0070177264888,17,0,0,0,
0070177287009,17,0,0.5,0.1,
0070200581159,628,0.45,1,15,
0070221011116,753,0.02,20,10,
0070221035020,879,0.025,24,12,
0070234017150,293,0.38,5,4,
0070271003635,628,0.33,2,7,
0070272090993,460,0.17,0,9,
0070399107505,188,0.07,6,0,
0070399107604,377,0.135,12,0,
0070415101562,460,0.48,1,0,
0070450028022,837,0,1,20,
0070462098358,628,0.025,26,0,
0070462431230,628,0.03,31,0,
0070470003009,711,0.085,26,1.5,
0070470003023,711,0.085,22,1.5,
0070470006550,377,0.08,10,0,
0070470165172,251,0.03,9,0.5,
0070470476483,628,0.055,19,1,
0070617004623,460,0.23,6,2,
70645900022,502,0,0,14,
0070662030332,1172,1.43,2,11,
0070718000920,0,0.12,0,0,
0070718001576,460,0.23,0,8,
0070784006307,669,0.21,24,2.5,
0070784152264,502,0.035,31,0,
0070784420424,920,0.47,4,4,
0070784504643,711,0.25,0,10,
0070845004211,0,0.06,0,0,
0070847003205,209,0.02,13,0,
0070847814528,209,0,11,0,
0070847876427,628,0,39,0,
0070852000251,544,0.14,13,5,
0070852000527,628,0.25,0,2.5,
0070852000619,628,0.25,3,2.5,
0070852010595,418,0.09,0,11,
0070852193007,544,0.14,13,5,
0070852991450,711,0.075,24,6,
0070896329158,42,0,2,0,
0070910000100,130,0.16,15,2.5,
0070910000148,669,0.125,12,8,
0070910000629,130,0.16,15,2.5,
0070910001039,377,0.13,13,0,
0070910001077,377,0.13,13,0,
0070920005201,209,0,12,0,
0070920474366,377,0.135,11,2,
0070970471254,586,0.03,25,0,
0070970474088,586,0.03,25,0,
0071010102152,962,0.93,0,9,
0071022192004,460,10,15,0,
0071100003086,544,0.23,1,14,
0071100006681,586,0.26,1,14,
0071100211894,377,0.24,1,9,
0071105000011,460,0.223,0,2,
0071142002207,0,0,0,0,
0071270007822,105,0.18,0,0,
0071300000021,837,0,1,1,
0071300000953,879,0,2,1,
0071403000140,745,0.015,22,8,
0071403000232,770,0.013,21,9,
0071429098497,962,0.9,1,0.5,
0071443003903,669,0.03,23,4,
0071464016630,377,0.065,19,0,
0071475740234,2544,0.826771654,0.3,0,
0071479000013,586,0.54,2,1.5,
0071524011964,460,0.025,1,2,
0071537060249,0,0,0,0,
0071567990516,1523,0.047244094,61,0,
0071567993647,586,0.015,28,0,
0071567998338,1570,0.039370079,70.4,0.1,
0071708003396,0,0,0,0,
0071720007105,586,0.01,20,3,
0071720850008,544,0.015,21,0,
0071828002095,42,0.045,2,0,
0071828002149,42,0.05,0,0.5,
0071828003009,42,0.02,0,0.5,
0071871546683,209,0.18,0,4,
0071921003388,1213,0.75,5,10,
0071921377601,1464,0.57,4,16,
0071921483531,1297,0.7,3,13,
0071962100350,753,0.19,29,2.5,
0071962100701,837,0.15,32,3,
0071962184022,502,0,2,0,
0071962226104,879,0,2,1,
0071962263819,460,0.17,16,0,
71988651106,544,0.198,31,0,
0072000753330,628,0.33,2,7,
0072101011902,21,0.2,1,0,
0072180632456,1799,0.91,2,23,
0072180637529,1674,0.82,16,16,
0072251000603,502,0.27,2,3,
0072252227849,1125,0,0,0.1,
0072252227870,1125,0,65,0.1,
0072368136011,628,0.15,2,14,
0072368136028,335,0.2,0,9,
0072417136160,450,0,0,0,
0072417143700,324,0,0,0,
0072417145889,2152,0.275590551,34.4,28,
0072417146831,2092,0.196850394,27.2,23.7,
0072417150616,2059,0.748031496,9.2,24.7,
0072417152924,2140,0.157480315,39.3,24.8,
0072417153051,2159,0.157,30,27.1,
0072417153181,2165,0.236220472,31,27.9,
0072417156069,2228,0.31496063,33.8,30.7,
0072417159152,2001,0.196850394,28.9,26.1,
0072463000200,628,0,1,2.5,
0072600006805,628,0.31,3,10,
0072736040001,146,0.22,5,0,
0072745544705,377,0.34,0,2,
0072799035570,879,0.02,18,14,
0072869110138,105,0.015,0,2,
0072869241108,126,0.54,4,1,
0072878057417,21,0.31,0,0,
0072878275637,42,0.22,1,0,
0072878515276,21,0.56,0,0,
0072935011000,669,0.13,12,9,
0072935053000,90,0.135,12,0,
0072940760009,126,0.41,4,0,
0072980002404,586,0.07,16,6,
0073007007303,377,0.46,1,7,
0073007105313,251,0.4,1,0.5,
0073007105320,251,0.23,0,0.5,
0073007106730,251,0.46,0,3,
0073007107140,377,0.46,1,7,
0073015020127,293,0.36,1,7,
0073141152310,586,0.04,5,9,
0073141152327,377,0.025,6,4,
0073141152334,753,0.065,9,8,
0073210000115,502,0,0,14,
0073214001163,42,0.32,0,0,
0073214004034,4,0.63,0,0,
0073214004614,21,0.149606299,0,0,
0073214007417,42,0.39,0,0,
0073214009404,377,0.49,3,5.5,
0073214009480,377,0.49,3,5.5,
0073214009497,418,0.52,4,6,
0073214009619,628,0.39,3,14,
0073230000331,711,0.23,0,10,
0073230000515,711,0.28,0,9,
0073230100338,711,0.23,0,10,
0073234020083,669,0,0,0,
0073410028032,335,0.135,2,2,
0073416006102,795,0,1,3,
0073461000162,1130,0.69,5,14,
0073469305016,0,0,0,0,
0073472001318,335,0.065,5,0,
0073490125010,523,0,0,0,
0073755603888,882,0.0236,2.7,21,
0074030000033,377,0.21,1,7,
0074090916459,669,0.05,40,0,
0074175264024,293,0.28,1,6,
0074323083651,573,0,0,0,
0074333375531,460,0.075,2,10,
0074448022610,1850,0.433070866,1.1,14.8,
0074483902854,293,0.065,0,4.5,
0074570036004,1255,0.04,19,22,
0074574835108,42,0,0,0,
0074601011406,293,0.1,2,0.5,
0074603005212,1756,1.6,2.5,13.3,
0074603005892,1038,0.9275,2,8,
0074680001145,313,1.55511811,0.1,4.2,
0074680805224,0,0.08,0,0,
0074714084076,126,0.08,0,1,
0074780000062,0,0,0,0,
0074780000703,0,0,0,0,
0074780333528,0,0,0,0,
0074780355612,0,0.001,0,0,
0074865756648,586,0.15,13,5,
0074865756655,669,0.13,12,9,
0074873960150,377,0.03,1,4.5,
0075172071646,502,0.1,20,0,
0075270001606,711,0.16,12,7,
0075436703580,586,0.085,1,2.5,
0075805889136,335,0.08,1,6,
0076084932100,1588,0.393700787,17,1.5,
0076150232301,586,0.31,0,7,
0076183202074,42,0.015,0,0,
0076186000028,1925,2.15,1,18,
0076208003907,837,0,0,1,
0076223000264,2235,0.059055118,59.5,29.5,
0076381123454,0,0.39,0,0,
0076398010129,0,0.48,0,0,
0076580004912,628,0.04,8,8,
0076677100145,1172,0.2,18,13,
0076808002386,837,0.01,2,1,
0076808002409,837,0,2,1,
0076808003055,753,0,1,1,
0076808004212,837,0.02,2,1,
0076808280739,837,0,2,1,
0076808280746,837,0,2,1,
0076808280982,837,0,2,1,
0076808501087,837,0,2,1,
0076808501124,837,0,2,1,
0076808502947,837,0,2,1,
0076808502954,837,0,2,1,
0076808506433,837,0,2,1,
0076808514339,837,0,2,1,
0076808514377,837,0,2,1,
0076808515046,837,0,2,1,
0076808518290,837,0.01,2,1,
0076808533576,795,0.025,2,2,
0076809300900,590,0.0899,10.5,5.5,
0076840600021,1100,0.066929134,25,15,
0076840600038,1100,0.070866142,27,13,
0076840600113,1200,0.059055118,25,18,
0076840620036,1099,0.07480315,27,13,
0076850099020,502,0.115,12,5,
0077034009880,1423,0.18,2,30,
0077101014359,460,0,1,10,
0077241500507,293,0.05,7,3.5,
0077290772009,628,0.12,19,3,
0077319203033,502,0.29,0,6,
0077330203111,2123,0.122047244,28,25,
0077330337335,2098,0.12,0,23.3,
0077330566087,2077,0.433,29,24,
0077330566223,669,0.00011,12,8,
0077377002166,544,0.86,3,10,
0077449497746,649,0.115,8,13,
0077521273312,916,0.669291339,11.2,0,
0077521931090,339,0.354330709,0.5,0,
0077544000506,1300,10.23622047,17,4.5,
0077885710614,0,0.11,0,0,
0077890338803,1255,0.71,5,11,
0077890426081,628,0.21,22,2.5,
0077890497005,460,0.11,17,2,
0077890735947,126,0.055,4,0,
0077890814789,251,0.17,0,1.5,
0077890881095,1297,0.59,2,7,
0077901004024,418,0.12,0,9,
0077901200013,1084,0.551181102,1.5,0,
77922220042,268,0.01,0,0,
0077975022153,669,0.47,2,0,
0077975080061,460,0.25,1,0,
0077975082102,418,0.22,1,0,
0077975084809,2046,0,58.6,0,
0077975087565,460,0.25,1,0,
0078000082463,628,0.055,40,0,
0078000083408,0,0.1,0,0,
0078000230468,711,0.055,45,0,
0078342017604,0,0.16,0,0,
0078354712306,460,0.18,0,9,
0078354719008,460,0.18,0,9,
0078354719213,251,0.2,0,2.5,
0078732002272,502,0,0,4,
0078742038520,460,0.17,8,4.5,
0078742050805,628,0.015,20,0,
0078742075211,460,0.29,1,11,
0078742143330,628,0.075,24,1.5,
0078742143385,628,0.075,25,1.5,
0078742228037,63,0,4,0,
0078742351896,377,0.13,12,0,
0078742351919,0,0,0,0,
0078742351926,0,0,0,0,
0078742351933,0,0,0,0,
0078742369990,753,0.13,3,15,
0078742370019,753,0.13,3,15,
0078742370101,418,0.17,24,0,
0078742371047,628,0,1,3,
0078800114685,418,0.09,0,11,
0078895122893,572,3.74,24.3,1,
0078895133936,385,6.771653543,10,0,
0078895143478,21,0.336,0.5,0,
0078895300017,540,4.645669291,23,0,
0078895405552,126,0.138,1.1,2.3,
0078895423037,502,6.299212598,21,0,
0078895710922,3367,0,0.5,91,
0078907450396,586,0.16,1,7,
0078907470370,586,0.15,1,7,
0078935005469,251,0.07,1,1,
0079126008405,188,0,9,0,
0079200558338,251,0,14,0,
0079200983710,209,0,13,0,
0079426211109,335,0.55,3,5,
0079462009692,0,0.196850394,0,0,
0079581995104,502,0.002,28,0,
0079813000118,502,0.070866142,1,12,
0079893401522,293,0.065,0,4.5,
0079893402710,502,0,0,0.5,
0079893406107,544,0.13,5,0,
0079893406374,837,0,2,1,
0079893601700,628,0.16,22,2.5,
0079893710105,544,0.035,15,0,
0080736103961,67,0.231,0,0,
0080736118699,293,0.015,1,2,
81029102115,377,0.095,7,4.5,
0081312101784,418,0.08,7,4.5,
0081533818188,0,0,0,0,
0081652066408,209,0.015,1,4.5,
0081652083023,1423,0.065,0,2.5,
0081893003002,795,0.002,2,0.5,
0082011570727,586,0.06,10,8,
0082011913357,628,0.135,0,9,
0082592720153,586,0.015,0,0,
0082592722157,920,0.14,28,2,
0083480121519,439,0.1,12.3,2.6,
83611000259,607,0.017,10,10,
83611000353,536,0.1,13.2,4.8,
0083737220729,21,0,0,0,
0083737250122,460,0.005,1,11,
0084114009982,2238,0.157480315,0,0,
0084114033000,628,0.115,0,9,
0084114105974,150,0,0,0,
0084114112699,628,0.115,0,9,
0084114118035,544,0.16,0,6,
0084114123572,628,0.17,1,9,
0084253222143,544,0.105,12,2.5,
0084253444200,1381,0.05,14,19,
0084744001011,0,0.005,0,0,
0084909000507,1082,0,0,0,
0084909000552,1517,0.019685039,0,0.8,
0084909003904,1568,0,100,0,
0084909007087,460,0,0,0,
0084909014351,82,0.118110236,0,0.2,
0084909021915,2042,0.236220472,19,24,
0084909103635,962,0,0,4.5,
0084909104175,201,0.078740157,10,0.7,
0084909250100,764,0.019685039,2,19,
0084909900562,460,0.32,10,3.5,
0085239024430,502,0.015,16,0,
0085239041116,84,0.16,4,0,
0085239042311,84,0.16,4,0,
0085239042618,84,0.16,4,0,
0085239045473,293,0.3,15,0,
0085239047354,331,0.055,0,0,
0085239080238,167,0.1,1,3.5,
0085239089071,418,0.075,0,11,
0085239111505,460,0.18,0,9,
0085239180624,795,0.66,2,9,
0085239194775,460,0.13,1,0,
0085239323083,669,0.11,1,13,
0085239382837,837,0,2,1,
0085239407554,0,0.055,0,0,
0085239407561,0,0.06,0,0,
0085239407578,21,0.045,1,0,
0085239407585,21,0.08,0,0,
0085239807897,628,0.17,0,9,
0085239809068,418,0.075,0,11,
0085239842805,146,0.11,0,3.5,
0085239884270,146,0.11,0,3.5,
0085239884294,188,0.125,1,4.5,
0085239998168,460,0.15,9,0,
0085464531604,4,0.393700787,1,0,
0085692224552,251,0.01,12,0,
0085696608044,255,0.019685039,0.5,3,
0085981311451,84,0.035,0,1,
0086477004260,1695,0.09,0.1,39.1,
0086477005885,1695,0.09,0.1,39.1,
0086600750958,669,0.39,0,8,
0087000201156,0,0,0,0,
0087076414368,628,0.1,9,9,
0087666052789,510,2.834645669,18,0,
0087666052833,2146,2.834645669,18,0,
0087666052970,752,3.582677165,35,2.1,
0087703011342,168,1.12992126,2.5,0,
0087703168787,42,0,0,0,
0088179052006,2444,0.003937008,2.3,47,
0088194340010,711,0.085,21,7,
0088194340027,669,0.085,18,7,
0088194340041,753,0.075,26,6,
0088194340089,170,0.08,20,6,
0088702015652,209,0,13,0,
0088702016406,209,0,13,0,
0089686140101,470,0.44,1,5,
0089686140743,753,0.37,4,7,
0089686170924,1000,0.469,4.2,9.5,
0089686178715,1910,0.95,8.3,18.6,
0089686440430,126,0.68,2,2,
0090268000102,63,0,2,0,
0090478410012,711,0.07,44,0,
0090478410029,377,0.045,22,0,
0091037561503,1542,0,0,6,
0091752090005,920,0.27,19,9,
0092325222250,63,0.13,4,0,
0092444032631,460,0.06,17,1,
0093215150400,276,0.06,0,2,
93333317456,1883,0.78,9.23,16.92,
0093707051017,586,0.035,6,7,
0093707051024,544,0.035,7,6,
0093856991905,66.4,0.015748031,3.05,0.01,
0093966130003,418,0,0,11,
0094922256607,628,0.12,11,8,
0095111650107,481,0.708661417,3,4.5,
0096619000036,628,0.125,12,8,
0096619111558,251,0,16,0,
0096619181674,669,0.035,12,9,
0096619190317,126,0.125,0,2,
0096619204205,0,0,0,0,
0096619234998,711,0.13,1,15,
0096619242221,795,0.13,27,5,
0096619273805,502,0.035,29,0,
0096619362851,837,0,0,19,
0096619376056,669,0.015,10,12,
0096619505456,1172,0.74,3,12,
0096619508211,190,0,0,0,
0096619510375,126,0.015,3,0,
0096619525287,460,0.035,22,0,
0096619525973,1088,0.64,4,11,
0096619527694,711,0.12,2,14,
0096619528806,669,0,2,14,
0096619597673,84,0.04,0,1.5,
0096619679133,920,0.01,48,0,
0096619707874,460,0.45,1,2,
0096619783953,502,0.08,6,3,
0096619911936,0,0.42,0,0,
0096619937325,63,0.14,2,0,
0096619993154,586,0.05,12,6,
0097339000054,0,0.064,0,0,
0097923543240,1341,0.0038,63.2,0.6,
0099068001609,2158,0.236,28.4,24.3,
0099482405458,502,0,24,0,
0099482408428,879,0.005,53,0,
0099482418984,377,0.15,1,4,
0099482430948,628,0.18,3,4,
0099482435417,502,0.16,1,2,
0099482436315,544,0.025,10,8,
0099482448189,126,0.24,2,2,
0099482448714,1046,0,12,10,
0099845103335,1242,0.0394,0.2,21.2,
0112625701214,2544,0,0,49.4,
0122114780811,796,0.08,24,6,
0135000066203,1675,0.157480315,51.7,19.8,
0161710018621,1564,0,4.3,6.4,
0179917110413,481,0.27,0,2,
0180999001476,460,0.19,1,4,
0181457000109,293,0.015,16,0,
0184210063748,568,0.512,0,11,
0185814001396,120,5,1,0.5,
0185889000126,502,0,20,0,
0187248000532,879,0.005,50,0,
0200010032231,1724,0.275590551,0.1,0,
0200024009939,1681,0,89,0,
0200024012175,1484,0,66,0.1,
0200024012205,1498,0,66,0,
0200024013110,1615,0.295275591,71,0,
0200024016760,1865,0,1.8,14,
0200444050252,1238,0.551181102,0,25,
0201250000752,377,0,0,0,
0201467123121,329,1.377952756,0,0,
0201556053209,448,0,0,2,
0202577010172,1835,0.42519685,7.2,25,
0202721024277,1541,0.052362205,21,27,
0202722024276,944,0.031889764,28,8.7,
0205113039958,1121,0.17,1.1,11,
0205140013129,1611,0.279527559,19,0,
0205547024605,1495,0.275590551,0.1,28,
0206602002941,1088,0,0,21.8,
0208637007618,375,0,16,0,
0208802133098,755,0.216535433,2.9,10.1,
0209226025068,1714,0.31496063,0.5,34,
0209696060415,1416,0.748031496,0.5,30,
0210609016405,1151,2.165354331,1,19,
0211502023026,1632,0.157480315,0.5,31,
0215242067500,821,0.039370079,0,13,
0215448046705,766,0.330708661,0.3,10,
0217217015226,506,0.275590551,1.9,0,
0217348058383,792,0.606299213,1.2,11,
0217513049857,436,0.303149606,0,1.6,
0217618027750,722,0.590551181,0.8,10.3,
0217637034708,741,0.55511811,0.7,11,
0217820058382,903,0.551181102,1.1,12.5,
0217820058641,903,0.551181102,1.1,12.5,
0217916033392,509,0.157480315,1.2,2.7,
0218058004813,1593,0.04,0.1,31.2,
0219114002392,987,0.12,0,13.9,
0219217023614,976,0.748031496,0.5,18,
0219411034119,818,1.732283465,0.5,3.4,
0219742022892,1238,0.551181102,0,25,
0219954007250,898,0.08,0,14.8,
0222222891697,232,0.04,9.5,1.1,
0222226260345,223,0.000787402,11.9,0.5,
224964002208,430,1.181102362,4.5,5.6,
0225613002115,870,0.118110236,0,15.3,
0227376004108,721,0.078740157,0,10.7,
0227628013582,1683,0,0,8.1,
229820780931,1635,0.267716535,39.1,7,
0240000011859,242,0,13.1,0,
0244860307835,586,0.05,0,3.5,
0250081017514,1339,0,1.6,29.4,
0250083024732,479,0.905511811,0.6,3.7,
0254012008107,1184,0.063,0,18.3,
254560020962,560,0.17,0.6,0.7,
0256901005846,704,0.1,0,9.7,
0257772008868,814,0.0984,0.5,7.6,
0257778012463,798,0.05,0,8.6,
259010008101,575,0.394,0.5,8,
0259461008241,855,0.051181102,0.5,9.5,
0260050011481,1013,0.590551181,2,0.8,
0260051011480,979,0.551181102,2.6,1.3,
0261450121718,1889,0.326771654,19.8,19.7,
0262151022830,1551,0.251968504,0.5,29.5,
0262941003889,895,0,0,0,
263670128215,565,0.4,0.5,6,
0263979076098,329,1.377952756,0,0,
266191085548,2125,0.217,34,25.3,
0267810151791,882,0,0,15,
0270190127529,1036,0,0,0.3,
0278019048287,847,0.590551181,1,14.2,
0278691220015,293,0.09,4.4,3,
0278800872558,521,0.295275591,1.6,2.2,
0280318000804,1624,0.157480315,26.9,18.9,
281890101245,1917,0.031496063,47,13,
0285847033781,771,0.562992126,1,11.2,
0286211001009,1568,0.157480315,35.4,16,
0286892047297,1215,0,0,15,
0287458041063,454,0,0,0.7,
0287516019812,1740,0.5,0.5,34,
0291523004563,1119,0.0512,0,21.7,
0291562071304,590,0.181102362,0.2,4,
0292343004702,1410,0.551181102,0.2,28.2,
0292430046646,465,0,0,2,
0292451065510,465,0,0,2,
0292451065923,465,0.078740157,0,2,
0292451069181,465,0,0,2,
0292451081671,476,0.066929134,0,2.3,
0292452024530,633,0.078740157,0,7,
0292452031804,0,0,0,0,
0292471016998,476,0.066929134,0,2.3,
0292471020476,465,0.078740157,0,2,
0292472040343,476,0.066929134,0,2.3,
0292473051300,465,0.078740157,0,2,
0292475048346,551,0.07480315,0,5.7,
0292477060544,622,0.062992126,0,6.7,
0295662004538,803,0.0787,0,13.3,
0297283020867,1734,0,0,34,
0299904007752,852,0.523622047,8,1,
303835021309,1519,0.0055,3.7,2,
311900330047,1635,0.31496063,18,2.5,
318040004813,962,0.003937008,31.4,0.6,
0322471013458,262,0.06,14,0.1,
0322473437740,377,0.17,4.2,2.4,
0322475120435,1530,0.141732283,38,1.1,
